,timedelta
38245,12
38247,42
38248,4
38251,12
38257,33
38260,3
38269,23
38270,18
38271,4
38272,32
38273,44
38274,17
38276,28
38277,1
38280,44
38283,44
38284,1
38286,31
38287,50
38288,25
38293,20
38294,9
38296,29
38297,47
38300,36
38301,46
38307,26
38309,34
38310,17
38311,41
38312,26
38313,21
38315,46
38317,28
38318,57
38319,49
38321,6
38322,54
38323,12
38324,13
38327,11
38329,9
38330,19
38331,19
38333,24
38338,5
38343,46
38345,17
38346,31
38347,18
38350,52
38353,37
38354,9
38357,23
38358,9
38359,17
38361,32
38366,20
38367,31
38371,44
38372,17
38373,4
38374,22
38376,18
38377,27
38378,33
38379,46
38380,36
38381,54
38382,32
38383,33
38386,20
38388,6
38389,54
38396,12
38399,15
38401,13
38406,22
38411,24
38412,6
38414,35
38416,41
38417,8
38418,14
38422,58
38424,50
38425,3
38426,14
38427,39
38429,8
38430,49
38432,25
38438,7
38439,45
38440,36
38441,29
38442,8
38445,21
38446,15
38454,13
38456,10
38459,18
38464,32
38465,15
38467,1
38471,51
38473,13
38476,5
38479,29
38480,18
38483,33
38485,58
38486,35
38488,14
38489,18
38491,28
38502,37
38503,36
38505,8
38506,36
38508,21
38509,50
38512,23
38513,23
38515,49
38516,49
38517,16
38521,33
38526,52
38528,28
38530,51
38531,27
38533,12
38534,21
38537,7
38541,33
38543,14
38544,31
38548,14
38550,60
38554,3
38555,34
38557,5
38558,47
38561,43
38566,36
38567,6
38569,13
38572,53
38573,21
38577,33
38581,27
38582,15
38587,19
38588,16
38591,18
38593,55
38596,19
38597,8
38599,8
38603,21
38604,4
38606,50
38608,22
38610,58
38612,37
38616,39
38618,58
38623,45
38627,11
38628,17
38629,2
38630,3
38631,53
38633,45
38636,40
38638,35
38639,31
38640,40
38641,43
38645,47
38646,17
38647,18
38651,24
38652,34
38653,13
38659,59
38660,16
38662,12
38663,1
38664,47
38667,40
38668,24
38669,9
38670,59
38672,60
38673,23
38677,13
38679,22
38680,13
38685,13
38686,12
38688,22
38692,11
38693,46
38694,46
38695,37
38696,8
38699,45
38700,43
38702,7
38703,14
38704,38
38707,3
38708,25
38713,32
38715,20
38716,16
38718,12
38719,55
38720,40
38721,29
38723,24
38733,31
38734,14
38736,56
38739,32
38741,1
38743,5
38746,19
38752,36
38753,38
38754,50
38755,14
38760,31
38763,10
38765,30
38766,7
38770,48
38771,54
38772,48
38773,51
38776,20
38778,15
38779,42
38780,5
38781,34
38783,52
38787,44
38789,0
38790,31
38791,16
38798,11
38799,49
38800,22
38801,14
38804,50
38805,24
38807,7
38808,2
38809,55
38814,24
38815,24
38817,54
38819,37
38823,2
38825,16
38826,2
38833,35
38843,25
38847,34
38848,5
38849,2
38853,0
38854,56
38855,32
38856,48
38859,9
38860,14
38861,34
38866,1
38869,16
38870,49
38871,59
38873,35
38875,52
38876,41
38878,55
38879,14
38883,44
38884,2
38885,32
38886,1
38887,42
38888,60
38889,12
38890,22
38896,26
38898,31
38899,51
38900,34
38901,27
38903,21
38904,55
38906,22
38908,30
38909,10
38910,12
38917,38
38918,22
38919,1
38920,24
38923,50
38925,18
38926,17
38927,21
38930,42
38932,57
38937,5
38938,58
38941,26
38943,7
38944,43
38946,4
38947,6
38951,50
38952,24
38953,59
38957,27
38958,0
38963,9
38966,25
38967,43
38968,39
38970,57
38971,4
38975,35
38976,7
38977,11
38984,11
38985,27
38986,47
38991,31
38992,35
38993,20
38996,2
38997,43
38998,28
38999,1
39009,16
39011,13
39012,44
39019,18
39022,33
39023,25
39024,2
39025,46
39026,15
39028,40
39032,30
39034,1
39036,31
39037,48
39039,18
39042,13
39045,13
39047,40
39049,13
39050,17
39055,29
39056,56
39057,39
39058,16
39059,49
39061,22
39068,8
39069,35
39070,4
39072,49
39074,42
39076,34
39078,16
39080,12
39084,35
39091,46
39095,34
39096,17
39099,14
39100,56
39102,48
39103,18
39104,49
39105,19
39106,31
39107,44
39108,5
39112,5
39113,43
39115,54
39121,37
39128,19
39134,18
39137,13
39141,27
39145,44
39151,54
39152,22
39153,8
39154,12
39156,49
39161,1
39164,47
39165,47
39167,20
39170,35
39171,41
39172,34
39173,10
39174,10
39175,26
39176,8
39180,19
39184,33
39186,6
39187,45
39190,6
39191,39
39194,54
39198,49
39201,2
39204,30
39206,32
39207,11
39209,25
39212,31
39216,7
39217,12
39221,4
39223,15
39224,13
39225,21
39226,7
39227,35
39232,34
39235,4
39237,55
39238,38
39239,13
39240,1
39241,43
39244,19
39246,22
39248,31
39250,31
39251,3
39252,60
39253,7
39257,44
39258,42
39259,36
39262,0
39265,9
39266,57
39271,57
39273,11
39274,9
39275,7
39276,30
39282,19
39285,22
39288,5
39289,58
39291,44
39292,7
39294,37
39297,3
39298,16
39301,13
39303,46
39305,32
39306,57
39307,20
39310,51
39312,15
39313,19
39319,19
39324,37
39325,52
39329,17
39331,43
39332,30
39333,58
39334,47
39336,49
39337,27
39338,43
39339,43
39344,35
39348,8
39349,10
39350,1
39351,21
39352,1
39353,44
39354,5
39360,20
39363,8
39367,54
39369,11
39371,21
39374,22
39379,34
39383,55
39384,8
39385,11
39388,31
39398,23
39402,23
39408,10
39411,58
39412,51
39413,20
39414,34
39417,42
39418,46
39420,19
39422,17
39423,31
39424,47
39426,25
39427,15
39428,37
39430,47
39431,22
39436,58
39440,43
39442,49
39443,59
39446,17
39448,15
39449,56
39451,19
39454,2
39456,9
39458,41
39460,11
39462,13
39463,47
39464,5
39465,26
39470,45
39471,1
39473,4
39477,23
39481,43
39482,39
39483,19
39484,51
39489,44
39490,3
39492,8
39495,39
39498,55
39500,36
39503,26
39504,48
39505,55
39506,14
39512,17
39516,41
39517,14
39519,37
39521,8
39523,41
39524,40
39525,36
39526,4
39529,58
39531,32
39532,4
39533,26
39535,23
39536,34
39538,53
39541,48
39542,21
39548,55
39550,48
39562,23
39564,44
39566,1
39567,23
39568,60
39569,3
39570,56
39573,34
39577,42
39580,41
39584,14
39588,59
39589,43
39595,54
39596,53
39599,30
39600,50
39603,19
39609,15
39612,35
39613,50
39618,35
39622,2
39624,14
39625,24
39630,7
39631,8
39635,16
39636,56
39638,31
39640,7
39642,20
39643,37
39646,49
39649,13
39650,3
39656,13
39658,52
39659,1
39662,7
39668,2
39669,5
39671,21
39672,10
39675,60
39676,22
39680,21
39686,47
39688,10
39691,21
39692,31
39694,19
39695,11
39697,35
39698,12
39704,47
39708,43
39713,11
39714,47
39715,27
39716,38
39720,15
39725,13
39726,38
39727,40
39731,5
39734,3
39736,43
39737,50
39739,51
39741,40
39742,37
39743,39
39745,4
39746,53
39747,32
39748,26
39750,19
39753,12
39758,19
39765,28
39767,14
39768,4
39769,39
39770,10
39771,31
39775,6
39778,14
39780,16
39781,33
39782,1
39785,56
39787,8
39788,52
39791,44
39792,3
39794,31
39796,8
39800,39
39802,46
39803,3
39804,22
39807,57
39811,32
39813,31
39819,41
39827,56
39829,40
39830,9
39835,24
39837,26
39842,6
39844,32
39845,48
39848,31
39849,55
39850,40
39855,9
39856,55
39857,38
39858,7
39866,40
39867,19
39871,37
39872,27
39873,20
39874,7
39876,44
39877,41
39881,52
39884,52
39885,14
39886,44
39887,32
39891,18
39892,50
39894,17
39898,22
39899,7
39900,14
39901,25
39902,41
39903,27
39905,2
39906,19
39908,26
39909,58
39911,7
39912,3
39913,25
39916,41
39917,38
39918,53
39921,59
39922,54
39923,24
39926,27
39928,15
39929,38
39930,29
39933,45
39935,19
39939,27
39941,22
39943,44
39945,56
39946,47
39947,19
39950,14
39951,41
39954,59
39956,31
39958,48
39959,11
39961,22
39966,20
39967,12
39968,1
39969,41
39973,39
39975,14
39979,43
39980,46
39984,33
39985,36
39988,13
39994,19
39995,42
39999,32
40001,27
40002,39
40004,28
40005,37
40009,36
40012,24
40014,4
40016,46
40017,3
40018,49
40021,1
40023,16
40024,51
40026,36
40027,13
40028,29
40031,47
40032,3
40035,24
40036,40
40037,36
40041,32
40043,13
40045,15
40047,12
40048,42
40053,23
40054,48
40057,37
40059,49
40062,21
40063,57
40064,10
40067,1
40068,31
40070,36
40074,24
40075,5
40077,3
40079,9
40082,57
40085,13
40086,30
40087,34
40089,8
40090,31
40095,53
40097,59
40098,46
40099,13
40101,19
40103,23
40105,48
40106,18
40107,47
40113,41
40114,8
40115,15
40116,13
40117,57
40121,16
40123,52
40125,37
40129,51
40132,57
40135,37
40136,38
40140,23
40141,25
40142,9
40148,32
40151,40
40154,2
40156,9
40162,3
40163,24
40164,27
40165,35
40168,24
40173,7
40174,45
40177,17
40178,0
40179,30
40181,7
40184,19
40188,47
40190,3
40191,21
40193,5
40194,33
40195,6
40199,52
40200,52
40203,9
40205,1
40206,5
40207,23
40208,49
40210,59
40211,28
40212,50
40215,29
40217,25
40220,10
40221,38
40222,40
40224,52
40228,1
40230,4
40232,59
40233,9
40236,27
40238,27
40239,16
40242,55
40245,6
40246,30
40251,17
40252,4
40254,42
40255,8
40256,23
40257,22
40259,13
40264,58
40265,31
40267,38
40270,42
40273,17
40275,30
40276,36
40277,6
40278,7
40279,2
40280,35
40282,5
40291,44
40294,12
40296,53
40297,9
40298,15
40304,57
40309,29
40310,49
40311,43
40317,36
40318,17
40322,41
40324,11
40325,37
40327,25
40332,25
40334,6
40335,10
40336,9
40340,21
40346,15
40348,30
40349,49
40357,48
40358,54
40365,7
40367,52
40373,47
40375,43
40376,48
40382,49
40384,41
40385,19
40390,24
40391,18
40394,25
40396,11
40397,1
40398,35
40401,26
40402,45
40403,17
40406,55
40411,9
40412,26
40414,19
40416,23
40417,6
40422,38
40427,30
40431,22
40432,8
40437,31
40440,25
40442,48
40445,52
40446,26
40448,44
40450,26
40455,5
40460,14
40461,41
40462,25
40463,59
40470,58
40473,29
40474,20
40476,16
40477,36
40481,41
40483,15
40484,38
40488,27
40494,18
40498,39
40501,24
40504,51
40505,7
40510,44
40511,32
40516,2
40518,28
40521,57
40522,56
40525,27
40529,46
40530,39
40531,58
40533,31
40536,22
40543,8
40544,29
40550,4
40554,11
40555,26
40556,23
40559,37
40562,13
40565,21
40568,16
40570,22
40571,2
40575,2
40576,58
40580,42
40583,28
40584,55
40585,41
40587,14
40588,40
40591,21
40593,10
40595,28
40598,56
40601,22
40602,33
40604,23
40606,23
40608,14
40610,53
40612,48
40617,24
40620,23
40624,1
40626,36
40631,32
40632,7
40636,8
40638,49
40640,38
40641,7
40646,55
40651,52
40652,8
40654,37
40655,10
40656,12
40658,10
40659,20
40662,31
40664,15
40665,22
40666,11
40668,46
40671,59
40673,43
40675,40
40683,12
40685,37
40686,10
40688,17
40691,17
40692,23
40693,31
40696,52
40697,19
40699,4
40701,9
40705,16
40708,8
40710,11
40711,52
40712,53
40719,59
40720,1
40726,6
40727,35
40731,39
40734,13
40735,37
40737,20
40739,10
40742,23
40744,39
40745,1
40748,7
40752,6
40753,12
40754,59
40755,4
40756,8
40758,38
40759,34
40760,16
40762,16
40763,26
40764,8
40765,28
40766,1
40767,3
40770,12
40771,39
40772,8
40775,1
40778,53
40780,20
40784,29
40786,24
40789,43
40794,49
40796,31
40798,6
40799,4
40800,19
40801,27
40802,23
40806,12
40808,17
40811,44
40812,57
40820,38
40822,9
40828,31
40829,35
40830,31
40833,56
40838,20
40839,3
40843,60
40845,45
40853,31
40854,58
40855,59
40858,11
40859,31
40861,29
40862,59
40863,12
40865,27
40867,20
40878,3
40879,33
40880,47
40881,18
40883,37
40885,14
40891,60
40896,30
40897,17
40899,54
40900,2
40904,36
40906,32
40908,58
40911,32
40912,34
40915,17
40918,20
40919,8
40927,44
40929,4
40932,49
40934,52
40939,16
40942,17
40944,18
40945,1
40948,5
40955,30
40956,57
40961,5
40962,48
40966,0
40967,57
40969,20
40976,16
40977,60
40983,48
40984,13
40988,30
40990,17
40992,58
40995,21
40997,11
40998,53
40999,11
41001,14
41003,57
41015,20
41016,30
41020,42
41021,39
41023,30
41029,9
41034,49
41041,36
41046,29
41047,47
41052,15
41055,41
41057,31
41059,52
41066,16
41067,41
41069,50
41076,1
41078,40
41081,35
41082,39
41084,18
41087,59
41088,46
41090,52
41096,11
41098,46
41103,22
41104,11
41107,9
41109,41
41111,15
41112,59
41114,30
41118,41
41121,57
41122,23
41123,10
41128,25
41130,15
41131,9
41134,14
41142,52
41146,13
41147,14
41148,3
41151,13
41157,7
41160,36
41169,27
41171,9
41174,47
41175,49
41177,50
41179,49
41180,21
41185,21
41188,45
41190,54
41192,51
41197,60
41200,55
41206,21
41208,29
41210,47
41214,59
41215,6
41220,7
41224,40
41230,24
41231,26
41237,43
41238,23
41239,29
41241,46
41242,29
41243,2
41245,4
41250,14
41251,14
41259,37
41260,23
41262,8
41263,45
41264,35
41271,21
41275,48
41276,14
41280,6
41281,28
41283,1
41285,20
41287,47
41288,32
41291,48
41293,41
41294,9
41299,56
41305,51
41310,28
41313,9
41315,19
41316,60
41321,3
41322,7
41323,41
41326,5
41331,29
41332,0
41333,48
41335,31
41345,38
41346,2
41350,52
41351,7
41352,37
41353,51
41357,18
41359,50
41360,11
41361,1
41362,31
41367,57
41368,44
41371,22
41373,2
41378,4
41379,4
41381,37
41383,4
41387,1
41389,35
41390,23
41391,34
41392,6
41398,51
41399,9
41401,18
41403,45
41404,55
41406,49
41407,1
41410,53
41416,13
41418,46
41419,7
41420,7
41422,18
41423,40
41426,12
41427,20
41428,44
41429,24
41431,2
41432,13
41433,7
41434,40
41438,33
41441,10
41442,23
41444,60
41445,14
41451,19
41452,33
41456,48
41457,20
41458,7
41459,15
41461,1
41463,24
41464,36
41465,25
41468,27
41470,55
41476,53
41478,14
41489,28
41490,50
41492,20
41495,28
41497,45
41499,5
41502,34
41507,40
41510,44
41513,5
41515,6
41517,43
41519,13
41522,56
41523,21
41525,27
41531,47
41533,24
41534,19
41536,51
41541,9
41544,49
41550,59
41552,42
41554,46
41555,11
41566,24
41567,51
41568,30
41569,27
41572,21
41574,51
41580,25
41585,29
41587,28
41588,46
41591,3
41592,32
41594,44
41595,7
41596,49
41598,15
41599,12
41600,20
41601,32
41607,11
41612,39
41616,24
41618,56
41619,11
41621,46
41623,51
41625,58
41629,41
41630,32
41633,9
41634,51
41639,53
41640,2
41647,59
41650,13
41655,59
41658,33
41661,26
41664,50
41671,41
41674,19
41675,13
41676,43
41677,40
41678,1
41679,10
41680,4
41681,42
41685,0
41686,10
41687,54
41689,6
41690,12
41691,23
41692,36
41694,2
41696,31
41697,58
41698,5
41699,13
41701,29
41702,25
41704,56
41707,8
41708,22
41709,42
41714,30
41716,12
41722,12
41728,19
41729,4
41730,7
41731,10
41733,31
41734,33
41736,16
41739,5
41740,19
41741,43
41744,41
41745,19
41746,48
41748,58
41749,30
41751,45
41754,25
41755,24
41759,3
41760,7
41762,8
41765,58
41768,26
41770,54
41773,52
41775,4
41778,38
41780,34
41781,44
41784,21
41785,60
41786,21
41787,1
41788,6
41790,45
41791,53
41792,22
41793,52
41794,18
41795,15
41798,36
41799,16
41801,16
41802,37
41808,33
41813,58
41814,3
41817,59
41826,31
41830,11
41831,32
41834,7
41835,20
41839,29
41844,36
41849,11
41850,59
41851,24
41852,21
41855,15
41857,40
41858,48
41859,1
41861,55
41863,52
41864,53
41866,12
41867,52
41868,16
41870,36
41871,14
41874,34
41875,14
41876,58
41878,25
41879,42
41880,26
41887,28
41888,51
41890,3
41892,9
41893,35
41894,5
41897,12
41899,11
41900,46
41901,19
41905,11
41907,51
41908,57
41909,14
41911,11
41912,57
41916,40
41917,33
41919,39
41922,33
41923,49
41927,56
41934,34
41935,12
41937,48
41941,35
41943,40
41950,11
41952,53
41953,22
41954,57
41955,39
41957,37
41958,44
41960,44
41961,3
41962,14
41965,6
41974,11
41975,0
41976,8
41978,43
41983,8
41984,8
41985,5
41986,46
41989,10
41990,9
41991,9
41992,43
41993,22
41998,3
41999,20
42006,2
42007,8
42010,60
42013,42
42017,25
42018,35
42020,3
42021,9
42022,2
42023,42
42025,16
42026,52
42028,60
42030,27
42033,4
42034,1
42036,58
42037,22
42041,7
42043,19
42045,38
42046,36
42053,23
42054,7
42055,15
42058,54
42060,17
42061,56
42066,30
42069,24
42071,12
42072,3
42073,35
42075,17
42076,45
42079,3
42080,13
42088,38
42090,14
42091,35
42093,60
42094,0
42099,23
42100,40
42101,39
42102,7
42105,45
42106,14
42107,10
42108,32
42109,31
42112,54
42113,1
42114,48
42123,49
42124,60
42129,3
42131,49
42133,23
42135,24
42141,50
42142,54
42143,25
42151,6
42152,43
42153,24
42154,11
42156,31
42157,26
42159,52
42160,16
42161,11
42162,9
42167,12
42171,22
42172,19
42173,33
42174,48
42175,54
42176,51
42179,20
42183,6
42184,45
42186,20
42188,60
42189,48
42198,7
42200,17
42201,38
42202,1
42203,9
42204,5
42205,12
42208,16
42209,57
42212,52
42213,8
42215,58
42217,60
42218,22
42219,49
42222,20
42224,15
42225,56
42229,8
42232,47
42233,11
42239,37
42240,42
42241,12
42242,14
42246,18
42247,32
42249,32
42256,53
42257,33
42258,8
42259,2
42263,3
42265,49
42268,47
42269,2
42275,15
42276,49
42277,41
42278,5
42280,53
42281,50
42282,38
42285,28
42286,50
42288,48
42290,30
42291,11
42293,22
42295,4
42296,39
42301,18
42302,5
42305,0
42307,37
42308,22
42309,31
42311,40
42312,34
42315,4
42318,8
42320,31
42324,33
42329,37
42335,24
42340,19
42348,5
42350,12
42353,6
42356,43
42359,28
42360,49
42365,13
42367,8
42368,29
42369,57
42370,59
42371,42
42374,13
42377,46
42379,38
42381,50
42383,48
42387,8
42389,40
42390,36
42396,30
42399,47
42402,57
42403,26
42405,35
42408,47
42412,49
42414,33
42415,24
42417,6
42420,49
42421,6
42422,9
42425,25
42427,28
42434,22
42436,1
42439,17
42441,59
42442,32
42443,17
42448,48
42449,11
42450,1
42451,31
42453,55
42456,8
42458,33
42459,26
42466,27
42469,26
42472,14
42474,23
42476,22
42478,54
42480,7
42481,0
42482,45
42483,37
42487,60
42488,54
42491,49
42495,157
42497,39
42499,4
42503,9
42509,51
42510,53
42514,43
42516,7
42517,41
42518,51
42520,12
42521,16
42522,59
42523,12
42524,17
42527,3
42529,20
42530,40
42532,32
42533,4
42534,36
42535,31
42539,45
42540,11
42541,11
42542,32
42543,37
42544,20
42545,38
42546,52
42553,49
42554,0
42555,52
42556,56
42557,54
42559,14
42560,13
42561,31
42562,27
42563,18
42571,52
42577,13
42578,21
42579,0
42584,38
42586,8
42587,8
42589,50
42592,50
42594,39
42595,44
42596,6
42599,55
42600,57
42604,23
42605,7
42606,12
42609,36
42610,24
42611,36
42612,14
42613,34
42615,24
42616,10
42618,37
42622,38
42623,4
42625,2
42626,31
42629,16
42630,10
42631,53
42633,50
42634,29
42635,55
42636,48
42637,35
42642,35
42646,16
42648,22
42650,13
42654,1
42655,6
42656,4
42657,9
42659,26
42660,30
42661,31
42663,38
42666,13
42671,39
42672,5
42674,13
42677,46
42680,23
42685,10
42686,3
42689,16
42691,0
42692,27
42703,2
42706,20
42708,54
42709,40
42712,10
42713,0
42717,17
42719,58
42720,24
42723,25
42724,40
42725,25
42726,31
42728,36
42729,48
42730,13
42732,8
42733,32
42734,2
42735,37
42737,14
42738,26
42740,17
42742,28
42744,18
42749,31
42753,39
42754,24
42757,20
42760,18
42761,19
42766,10
42769,32
42770,58
42771,12
42773,1
42777,18
42778,34
42780,24
42782,52
42786,48
42792,59
42794,1
42795,44
42796,45
42798,45
42801,19
42802,4
42807,35
42808,5
42811,46
42812,11
42813,25
42814,40
42815,15
42821,22
42823,15
42828,10
42829,52
42832,19
42834,27
42836,27
42838,58
42839,10
42841,45
42844,15
42845,49
42849,48
42851,53
42852,57
42853,26
42854,32
42856,5
42857,35
42858,17
42860,29
42864,7
42865,2
42868,51
42869,6
42870,34
42871,47
42872,52
42873,27
42876,11
42877,26
42878,27
42879,30
42880,49
42881,5
42883,49
42886,32
42892,33
42893,51
42896,45
42899,25
42905,22
42906,49
42912,7
42913,6
42914,57
42918,51
42919,5
42920,2
42924,51
42925,24
42926,44
42928,18
42931,21
42936,12
42937,16
42938,31
42939,44
42941,26
42944,12
42945,26
42948,27
42950,22
42952,34
42954,4
42957,5
42959,7
42961,27
42964,9
42970,49
42976,60
42977,19
42980,57
42986,2
42987,51
42990,52
42991,1
42992,27
42999,22
43002,49
43004,24
43008,20
43014,28
43017,14
43019,27
43027,15
43028,42
43029,58
43036,6
43038,46
43041,1
43043,35
43044,39
43045,23
43048,4
43051,42
43052,15
43053,13
43054,26
43056,5
43057,26
43059,14
43062,46
43068,51
43071,13
43072,4
43073,32
43074,49
43076,26
43078,27
43080,33
43083,25
43084,40
43085,47
43088,44
43089,8
43092,23
43099,2
43101,22
43102,18
43103,34
43104,29
43105,26
43106,22
43108,9
43111,12
43113,8
43115,16
43116,37
43118,7
43122,16
43123,12
43126,8
43129,45
43130,14
43131,10
43132,56
43135,55
43136,47
43138,9
43141,22
43148,55
43150,26
43156,5
43161,39
43164,45
43165,25
43168,57
43169,10
43170,14
43174,43
43175,58
43178,49
43179,26
43182,9
43183,47
43184,24
43185,50
43186,38
43188,1
43190,20
43196,16
43203,22
43205,18
43206,21
43209,60
43213,50
43214,11
43215,3
43217,43
43218,4
43219,21
43220,24
43221,14
43223,56
43227,56
43229,10
43232,42
43234,57
43235,10
43237,53
43240,54
43241,8
43243,41
43246,43
43252,7
43257,9
43259,27
43261,58
43262,6
43265,53
43267,48
43268,36
43271,15
43272,49
43273,10
43275,14
43277,13
43278,43
43279,41
43280,21
43284,21
43286,28
43292,37
43294,14
43295,24
43297,21
43300,6
43307,19
43309,40
43310,16
43311,45
43315,3
43318,29
43322,11
43325,48
43330,27
43331,2
43333,3
43334,26
43343,9
43349,50
43350,11
43351,15
43355,36
43356,19
43363,1
43364,58
43366,10
43368,3
43369,27
43371,40
43376,18
43378,33
43380,48
43381,5
43384,12
43385,28
43389,59
43390,46
43396,33
43399,12
43402,39
43403,6
43404,18
43408,16
43411,11
43412,2
43414,55
43419,9
43421,31
43422,36
43424,37
43426,25
43427,48
43430,23
43433,54
43434,49
43437,17
43439,48
43440,1
43441,18
43444,28
43447,48
43449,30
43450,46
43454,54
43455,8
43458,55
43459,14
43462,26
43465,32
43469,2
43471,57
43472,41
43475,37
43477,29
43478,37
43479,31
43480,57
43481,34
43484,20
43485,5
43486,15
43487,25
43489,53
43491,31
43494,3
43495,16
43498,37
43501,6
43502,1
43503,9
43508,18
43509,56
43510,17
43512,1
43513,18
43519,16
43522,14
43523,51
43524,25
43526,30
43527,21
43531,4
43532,50
43534,46
43541,23
43543,49
43547,49
43548,13
43551,33
43556,28
43557,32
43561,9
43563,25
43565,4
43566,15
43567,14
43569,28
43571,28
43572,17
43574,56
43575,55
43577,2
43580,24
43582,4
43583,1
43585,4
43587,21
43593,19
43603,23
43604,59
43605,58
43606,59
43607,9
43612,32
43614,1
43616,11
43617,60
43624,38
43636,35
43641,2
43642,54
43650,14
43651,18
43652,15
43655,40
43659,48
43662,54
43663,44
43665,52
43668,10
43669,37
43671,0
43672,7
43673,49
43675,11
43677,21
43678,49
43683,19
43687,27
43689,39
43692,60
43694,23
43697,14
43700,23
43703,50
43705,37
43711,28
43712,10
43713,4
43719,4
43720,36
43727,4
43729,26
43735,12
43737,57
43738,42
43739,37
43741,41
43744,9
43745,21
43748,39
43751,43
43752,43
43755,37
43756,2
43757,18
43758,10
43761,38
43763,19
43766,33
43768,29
43769,1
43770,23
43773,23
43779,17
43780,10
43782,18
43785,28
43786,32
43791,11
43793,45
43794,56
43795,50
43797,11
43798,14
43799,25
43800,58
43801,8
43803,46
43805,2
43806,15
43809,44
43810,26
43812,9
43814,45
43819,24
43821,41
43823,5
43824,99
43828,4
43829,2
43837,43
43841,7
43843,2
43844,16
43845,57
43849,32
43856,11
43857,3
43861,27
43865,33
43867,13
43868,24
43869,37
43870,45
43872,26
43873,15
43879,58
43880,18
43882,2
43884,33
43885,40
43887,13
43888,39
43892,40
43893,35
43897,8
43899,34
43901,15
43902,10
43904,16
43905,14
43906,2
43911,36
43914,9
43916,53
43920,46
43925,45
43926,41
43928,29
43932,5
43937,50
43939,9
43941,45
43943,14
43944,23
43945,36
43949,11
43950,22
43952,10
43956,14
43960,31
43961,46
43962,14
43963,15
43967,51
43969,33
43973,43
43974,20
43977,13
43978,3
43979,5
43981,30
43982,37
43985,9
43986,42
43987,35
43994,32
43997,15
44001,22
44002,36
44004,31
44005,36
44008,7
44011,50
44012,40
44015,32
44017,29
44022,36
44023,18
44024,51
44025,57
44026,17
44028,40
44029,48
44031,27
44032,22
44033,19
44036,31
44038,6
44040,31
44042,37
44046,20
44049,31
44050,57
44051,32
44052,44
44054,24
44055,1
44057,7
44058,54
44060,51
44062,9
44066,49
44068,22
44073,52
44075,8
44076,32
44079,11
44080,40
44082,17
44087,46
44088,42
44090,16
44091,19
44092,9
44094,47
44096,7
44097,38
44098,34
44100,46
44102,34
44106,42
44107,47
44108,37
44111,5
44114,32
44115,5
44116,18
44117,17
44119,10
44120,1
44123,45
44127,40
44128,57
44129,53
44130,7
44132,37
44133,48
44134,12
44135,48
44138,45
44140,20
44143,34
44144,15
44147,11
44148,46
44149,24
44151,26
44153,56
44155,42
44156,47
44157,6
44158,2
44160,14
44162,2
44163,57
44164,0
44168,4
44169,49
44170,58
44172,59
44175,13
44176,41
44178,8
44179,5
44180,37
44181,7
44182,1
44186,42
44189,33
44192,29
44200,15
44203,45
44207,6
44208,37
44210,11
44212,32
44214,19
44223,20
44224,18
44226,21
44227,96
44228,10
44229,33
44231,40
44234,6
44235,7
44238,25
44240,3
44241,7
44242,60
44243,30
44246,32
44249,11
44250,58
44251,16
44252,34
44253,58
44254,47
44257,28
44260,41
44261,45
44265,24
44267,27
44269,54
44273,38
44276,13
44277,14
44278,1
44279,10
44280,58
44282,35
44284,19
44289,49
44290,1
44295,31
44297,16
44303,49
44304,16
44307,14
44312,34
44314,29
44315,7
44316,25
44317,35
44318,45
44319,19
44321,57
44322,12
44325,20
44326,25
44327,1
44330,25
44332,42
44334,26
44338,4
44339,54
44343,9
44344,31
44347,45
44352,34
44354,7
44355,6
44356,29
44357,25
44359,57
44361,50
44364,26
44365,32
44367,10
44370,33
44374,28
44375,51
44380,56
44385,17
44386,49
44389,19
44390,31
44392,45
44394,20
44395,49
44398,3
44399,49
44400,55
44402,40
44403,16
44410,5
44411,6
44415,26
44417,30
44419,24
44421,40
44422,56
44425,32
44431,1
44434,11
44435,54
44438,25
44441,30
44446,15
44447,18
44448,13
44449,31
44453,3
44454,58
44455,59
44457,24
44458,3
44463,24
44467,7
44470,39
44472,2
44474,9
44477,39
44479,28
44483,36
44484,58
44485,40
44488,58
44489,10
44490,18
44492,29
44498,26
44500,16
44501,11
44503,57
44505,11
44510,53
44512,15
44513,53
44516,27
44518,52
44520,9
44522,50
44527,22
44530,55
44531,33
44532,12
44535,41
44536,49
44539,12
44540,38
44541,32
44542,7
44545,8
44546,6
44550,36
44553,35
44554,36
44555,41
44557,17
44558,0
44559,58
44562,10
44563,53
44565,7
44567,11
44570,22
44572,52
44574,52
44576,14
44584,39
44585,13
44586,31
44587,3
44589,21
44590,20
44592,42
44594,12
44595,40
44597,43
44599,31
44601,1
44603,2
44604,31
44606,5
44607,32
44610,44
44611,17
44612,5
44614,11
44615,54
44618,17
44620,38
44621,2
44624,1
44628,15
44631,2
44632,25
44633,30
44634,47
44638,14
44643,3
44647,14
44650,28
44653,20
44654,40
44655,33
44657,8
44662,33
44664,58
44666,37
44668,20
44669,60
44671,10
44674,58
44675,45
44676,48
44677,36
44678,5
44683,13
44684,32
44688,4
44691,25
44694,55
44695,7
44696,56
44700,35
44701,18
44702,28
44703,30
44705,37
44707,36
44711,11
44716,4
44717,9
44720,19
44722,46
44723,11
44726,58
44727,49
44728,41
